Date,Year,Month,Day,Season,LST_Skin_C,Air_Temp_2M_C,Temp_Max_2M_C,Temp_Min_2M_C,Delta_T_Skin_Air_C,Diurnal_Thermal_Range_C,Solar_Radiation_MJ_m2,Relative_Humidity_Pct,Wind_Speed_2M_mps
2020-10-10,2020,10,10,Post-Monsoon,28.04,27.52,35.38,21.28,0.5199999999999996,14.100000000000001,19.17,59.96,1.26
2020-10-11,2020,10,11,Post-Monsoon,27.99,27.55,34.99,20.89,0.4399999999999977,14.100000000000001,18.21,60.19,1.28
2020-10-12,2020,10,12,Post-Monsoon,28.87,28.23,35.04,22.18,0.6400000000000006,12.86,17.85,63.05,1.12
2020-10-13,2020,10,13,Post-Monsoon,29.77,29.07,35.79,23.06,0.6999999999999993,12.73,15.68,64.72,1.54
2020-10-14,2020,10,14,Post-Monsoon,28.27,28.08,31.87,24.74,0.19000000000000128,7.130000000000003,15.54,77.95,1.7
2020-10-15,2020,10,15,Post-Monsoon,29.07,28.84,33.74,24.33,0.23000000000000043,9.410000000000004,16.17,71.94,1.34
2020-10-16,2020,10,16,Post-Monsoon,30.32,29.74,36.56,24.36,0.5800000000000018,12.200000000000003,16.79,61.41,0.92
2020-10-17,2020,10,17,Post-Monsoon,29.34,29.41,36.24,22.99,-0.07000000000000028,13.250000000000004,17.13,49.58,0.73
2020-10-18,2020,10,18,Post-Monsoon,28.62,29.32,36.0,23.44,-0.6999999999999993,12.559999999999999,15.89,48.64,1.14
2020-10-19,2020,10,19,Post-Monsoon,27.37,27.53,35.54,22.66,-0.16000000000000014,12.879999999999999,13.9,46.94,1.44
2020-10-20,2020,10,20,Post-Monsoon,26.09,26.46,35.56,18.63,-0.370000000000001,16.930000000000003,15.83,36.13,1.23
2020-10-21,2020,10,21,Post-Monsoon,24.81,25.7,35.32,17.45,-0.8900000000000006,17.87,17.03,33.88,1.4
2020-10-22,2020,10,22,Post-Monsoon,25.59,26.74,35.06,18.85,-1.1499999999999986,16.21,14.74,34.88,0.87
2020-10-23,2020,10,23,Post-Monsoon,26.9,27.28,35.1,21.29,-0.38000000000000256,13.810000000000002,15.01,47.77,1.42
2020-10-24,2020,10,24,Post-Monsoon,26.05,27.46,35.17,20.18,-1.4100000000000001,14.990000000000002,15.91,37.97,1.43
2020-10-25,2020,10,25,Post-Monsoon,26.76,26.92,34.65,20.32,-0.16000000000000014,14.329999999999998,15.6,55.03,1.37
2020-10-26,2020,10,26,Post-Monsoon,25.46,26.47,34.63,20.12,-1.009999999999998,14.510000000000002,15.55,42.37,1.41
2020-10-27,2020,10,27,Post-Monsoon,24.2,25.46,33.86,18.59,-1.2600000000000016,15.27,15.37,35.27,1.14
2020-10-28,2020,10,28,Post-Monsoon,23.19,24.49,32.34,17.61,-1.2999999999999972,14.730000000000004,14.62,34.29,1.17
2020-10-29,2020,10,29,Post-Monsoon,23.16,24.72,32.82,18.58,-1.5599999999999987,14.240000000000002,14.7,31.95,0.82
2020-10-30,2020,10,30,Post-Monsoon,23.23,23.42,33.73,15.3,-0.19000000000000128,18.429999999999996,15.42,36.47,1.56
2020-10-31,2020,10,31,Post-Monsoon,22.77,22.83,32.95,15.23,-0.05999999999999872,17.720000000000002,15.71,35.02,1.82
2020-11-01,2020,11,1,Post-Monsoon,21.96,22.15,31.91,15.51,-0.18999999999999773,16.4,13.6,35.08,2.02
2020-11-02,2020,11,2,Post-Monsoon,20.79,21.22,31.35,13.76,-0.4299999999999997,17.590000000000003,14.42,31.68,2.06
2020-11-03,2020,11,3,Post-Monsoon,20.6,21.56,31.42,13.53,-0.9599999999999973,17.89,14.92,33.14,1.82
2020-11-04,2020,11,4,Post-Monsoon,20.72,21.74,32.22,13.1,-1.0199999999999996,19.119999999999997,16.18,34.71,1.99
2020-11-05,2020,11,5,Post-Monsoon,20.11,22.16,30.18,15.1,-2.0500000000000007,15.08,12.78,36.23,1.31
2020-11-06,2020,11,6,Post-Monsoon,20.19,21.63,31.0,13.79,-1.4399999999999977,17.21,12.26,37.42,1.66
2020-11-07,2020,11,7,Post-Monsoon,19.98,21.84,30.84,14.11,-1.8599999999999994,16.73,11.86,33.31,1.44
2020-11-08,2020,11,8,Post-Monsoon,19.84,21.57,30.58,14.19,-1.7300000000000004,16.39,12.78,35.01,1.43
2020-11-09,2020,11,9,Post-Monsoon,18.67,20.4,28.61,14.64,-1.7299999999999969,13.969999999999999,11.26,37.54,1.23
2020-11-10,2020,11,10,Post-Monsoon,19.76,21.14,29.79,15.08,-1.379999999999999,14.709999999999999,12.11,39.49,1.18
2020-11-11,2020,11,11,Post-Monsoon,21.07,22.8,29.88,15.54,-1.7300000000000004,14.34,15.13,44.12,1.06
2020-11-12,2020,11,12,Post-Monsoon,23.25,23.52,30.74,16.71,-0.2699999999999996,14.029999999999998,13.4,48.97,0.99
2020-11-13,2020,11,13,Post-Monsoon,23.53,23.68,30.67,17.68,-0.14999999999999858,12.990000000000002,11.9,47.95,1.43
2020-11-14,2020,11,14,Post-Monsoon,23.62,24.13,31.55,17.23,-0.509999999999998,14.32,11.8,40.9,1.1
2020-11-15,2020,11,15,Post-Monsoon,23.77,24.2,30.88,17.69,-0.4299999999999997,13.189999999999998,11.23,50.31,1.02
2020-11-16,2020,11,16,Post-Monsoon,21.01,20.99,24.77,18.47,0.020000000000003126,6.300000000000001,10.25,74.86,1.68
2020-11-17,2020,11,17,Post-Monsoon,21.73,21.56,28.74,15.99,0.1700000000000017,12.749999999999998,12.59,61.21,1.79
2020-11-18,2020,11,18,Post-Monsoon,21.34,21.14,27.26,16.83,0.1999999999999993,10.430000000000003,10.17,57.82,0.86
2020-11-19,2020,11,19,Post-Monsoon,23.08,22.33,27.92,17.82,0.75,10.100000000000001,8.25,60.61,1.14
2020-11-20,2020,11,20,Post-Monsoon,19.92,19.73,27.6,14.61,0.19000000000000128,12.990000000000002,11.95,44.0,2.17
2020-11-21,2020,11,21,Post-Monsoon,17.56,17.56,26.64,11.17,0.0,15.47,14.5,38.89,2.74
2020-11-22,2020,11,22,Post-Monsoon,16.69,16.91,26.41,9.47,-0.21999999999999886,16.939999999999998,14.73,39.19,1.81
2020-11-23,2020,11,23,Post-Monsoon,16.81,18.42,26.67,10.16,-1.610000000000003,16.51,13.34,33.42,0.86
2020-11-24,2020,11,24,Post-Monsoon,17.03,19.28,27.0,12.49,-2.25,14.51,12.72,29.85,0.76
2020-11-25,2020,11,25,Post-Monsoon,18.3,20.67,27.17,15.01,-2.370000000000001,12.160000000000002,10.52,29.66,0.75
2020-11-26,2020,11,26,Post-Monsoon,18.91,19.96,27.51,15.29,-1.0500000000000007,12.220000000000002,10.73,35.35,0.98
2020-11-27,2020,11,27,Post-Monsoon,19.16,19.12,28.76,12.0,0.03999999999999915,16.76,11.78,49.21,1.71
2020-11-28,2020,11,28,Post-Monsoon,18.3,18.46,27.82,11.21,-0.16000000000000014,16.61,15.07,42.94,1.96
2020-11-29,2020,11,29,Post-Monsoon,17.55,17.91,26.89,11.08,-0.35999999999999943,15.81,14.26,44.53,1.57
2020-11-30,2020,11,30,Post-Monsoon,17.04,17.88,27.26,10.85,-0.8399999999999999,16.410000000000004,13.82,40.54,1.53
2020-12-01,2020,12,1,Winter,16.78,17.99,26.14,11.02,-1.2099999999999973,15.120000000000001,12.43,39.6,1.32
2020-12-02,2020,12,2,Winter,16.99,17.96,27.09,10.97,-0.9700000000000024,16.119999999999997,11.67,42.44,1.88
2020-12-03,2020,12,3,Winter,17.36,18.69,27.42,11.28,-1.3300000000000018,16.14,11.76,43.31,1.62
2020-12-04,2020,12,4,Winter,17.18,19.57,27.27,11.98,-2.3900000000000006,15.29,11.69,39.29,1.18
2020-12-05,2020,12,5,Winter,17.53,20.33,28.04,13.91,-2.799999999999997,14.129999999999999,11.79,37.91,1.02
2020-12-06,2020,12,6,Winter,18.81,20.36,29.5,12.73,-1.5500000000000007,16.77,11.64,41.42,1.26
2020-12-07,2020,12,7,Winter,18.72,19.51,28.57,12.99,-0.7900000000000027,15.58,11.98,44.18,1.77
2020-12-08,2020,12,8,Winter,17.65,19.05,27.22,13.24,-1.4000000000000021,13.979999999999999,10.38,41.65,1.62
2020-12-09,2020,12,9,Winter,18.55,19.8,28.5,12.16,-1.25,16.34,11.08,45.48,1.79
2020-12-10,2020,12,10,Winter,19.52,20.45,29.64,13.6,-0.9299999999999997,16.04,11.57,46.3,1.88
2020-12-11,2020,12,11,Winter,20.11,20.51,29.11,13.9,-0.40000000000000213,15.209999999999999,7.22,45.8,1.96
2020-12-12,2020,12,12,Winter,19.64,19.6,25.57,14.52,0.03999999999999915,11.05,7.32,66.68,2.04
2020-12-13,2020,12,13,Winter,19.3,19.13,25.96,13.95,0.1700000000000017,12.010000000000002,9.36,59.45,2.34
2020-12-14,2020,12,14,Winter,18.09,17.69,25.16,12.31,0.3999999999999986,12.85,10.09,44.75,2.26
2020-12-15,2020,12,15,Winter,15.57,15.0,17.79,12.5,0.5700000000000003,5.289999999999999,9.76,52.93,1.88
2020-12-16,2020,12,16,Winter,16.36,16.3,23.18,12.62,0.05999999999999872,10.56,9.03,53.73,1.83
2020-12-17,2020,12,17,Winter,14.0,13.89,22.31,8.29,0.10999999999999943,14.02,13.0,33.7,2.75
2020-12-18,2020,12,18,Winter,11.74,11.87,21.41,4.54,-0.129999999999999,16.87,13.14,32.8,2.53
2020-12-19,2020,12,19,Winter,12.59,13.12,23.98,5.22,-0.5299999999999994,18.76,13.47,32.9,2.28
2020-12-20,2020,12,20,Winter,13.09,13.41,23.11,5.43,-0.3200000000000003,17.68,11.72,33.75,1.92
2020-12-21,2020,12,21,Winter,14.5,15.16,24.2,8.2,-0.6600000000000001,16.0,11.94,34.46,1.59
2020-12-22,2020,12,22,Winter,15.57,16.52,25.25,11.03,-0.9499999999999993,14.22,9.75,35.86,1.63
2020-12-23,2020,12,23,Winter,14.96,16.18,25.4,9.92,-1.2199999999999989,15.479999999999999,11.56,35.98,1.47
2020-12-24,2020,12,24,Winter,14.41,15.43,24.68,9.14,-1.0199999999999996,15.54,11.06,36.35,1.49
2020-12-25,2020,12,25,Winter,14.26,14.77,25.08,7.94,-0.5099999999999998,17.139999999999997,12.43,36.5,2.29
2020-12-26,2020,12,26,Winter,13.21,14.54,24.4,6.18,-1.3299999999999983,18.22,12.2,35.87,1.88
2020-12-27,2020,12,27,Winter,14.16,15.65,23.85,8.04,-1.4900000000000002,15.810000000000002,11.68,37.92,1.23
2020-12-28,2020,12,28,Winter,15.78,16.07,25.0,10.2,-0.2900000000000009,14.8,9.21,44.57,1.37
2020-12-29,2020,12,29,Winter,13.4,13.59,22.69,7.3,-0.1899999999999995,15.39,9.7,30.83,2.13
2020-12-30,2020,12,30,Winter,12.19,12.23,21.99,5.26,-0.040000000000000924,16.729999999999997,11.44,34.44,2.11
2020-12-31,2020,12,31,Winter,12.81,12.97,23.3,5.06,-0.16000000000000014,18.240000000000002,9.07,36.26,1.96
2021-01-01,2021,1,1,Winter,14.17,15.57,23.77,7.95,-1.4000000000000004,15.82,9.74,35.16,1.07
2021-01-02,2021,1,2,Winter,16.91,18.35,27.19,11.6,-1.4400000000000013,15.590000000000002,8.98,42.53,0.82
2021-01-03,2021,1,3,Winter,19.08,18.9,27.06,13.51,0.17999999999999972,13.549999999999999,9.23,63.89,1.32
2021-01-04,2021,1,4,Winter,20.42,21.46,29.51,14.45,-1.0399999999999991,15.060000000000002,5.23,58.77,0.84
2021-01-05,2021,1,5,Winter,21.28,21.57,29.94,15.44,-0.28999999999999915,14.500000000000002,9.64,47.19,1.46
2021-01-06,2021,1,6,Winter,21.14,20.93,29.57,15.8,0.21000000000000085,13.77,11.11,48.61,1.34
2021-01-07,2021,1,7,Winter,19.84,19.4,27.81,13.79,0.4400000000000013,14.02,10.95,63.86,2.34
2021-01-08,2021,1,8,Winter,20.04,19.67,28.59,12.42,0.36999999999999744,16.17,6.57,56.7,1.83
2021-01-09,2021,1,9,Winter,19.57,19.42,24.26,16.22,0.14999999999999858,8.040000000000003,6.82,70.48,2.39
2021-01-10,2021,1,10,Winter,20.4,19.88,27.56,14.69,0.5199999999999996,12.87,10.08,62.55,3.08
2021-01-11,2021,1,11,Winter,16.2,15.8,23.75,10.18,0.3999999999999986,13.57,11.78,47.35,2.67
2021-01-12,2021,1,12,Winter,13.5,13.47,23.21,6.1,0.02999999999999936,17.11,10.33,37.84,2.04
2021-01-13,2021,1,13,Winter,12.51,12.59,22.39,5.84,-0.08000000000000007,16.55,9.93,37.93,1.92
2021-01-14,2021,1,14,Winter,11.13,12.79,21.72,5.33,-1.6599999999999984,16.39,10.36,33.9,1.34
2021-01-15,2021,1,15,Winter,11.8,14.05,23.01,7.48,-2.25,15.530000000000001,8.53,27.88,1.29
2021-01-16,2021,1,16,Winter,12.08,14.73,23.94,6.4,-2.6500000000000004,17.54,10.58,29.9,1.49
2021-01-17,2021,1,17,Winter,12.57,14.17,23.4,6.66,-1.5999999999999996,16.74,7.77,31.11,1.46
2021-01-18,2021,1,18,Winter,15.06,16.25,23.63,7.3,-1.1899999999999995,16.33,5.2,29.03,1.02
2021-01-19,2021,1,19,Winter,18.14,18.75,26.29,13.98,-0.6099999999999994,12.309999999999999,8.66,32.45,1.3
2021-01-20,2021,1,20,Winter,16.55,16.55,26.19,9.81,0.0,16.380000000000003,10.16,41.11,2.76
2021-01-21,2021,1,21,Winter,14.59,15.23,25.98,6.81,-0.6400000000000006,19.17,15.51,38.94,2.57
2021-01-22,2021,1,22,Winter,14.78,16.61,25.91,8.67,-1.83,17.240000000000002,8.05,29.43,1.17
2021-01-23,2021,1,23,Winter,15.78,16.9,26.04,8.8,-1.1199999999999992,17.24,8.51,28.76,1.35
2021-01-24,2021,1,24,Winter,17.02,17.66,26.41,9.89,-0.6400000000000006,16.52,9.87,34.79,1.26
2021-01-25,2021,1,25,Winter,15.72,15.25,24.03,8.34,0.47000000000000064,15.690000000000001,5.5,46.8,1.47
2021-01-26,2021,1,26,Winter,14.22,14.22,23.27,7.95,0.0,15.32,8.14,35.33,1.71
2021-01-27,2021,1,27,Winter,13.4,14.61,23.32,6.76,-1.209999999999999,16.560000000000002,9.77,35.21,1.54
2021-01-28,2021,1,28,Winter,13.59,15.24,23.56,7.91,-1.6500000000000004,15.649999999999999,5.99,30.62,1.26
2021-01-29,2021,1,29,Winter,13.16,13.2,22.86,6.07,-0.03999999999999915,16.79,10.05,30.72,2.03
2021-01-30,2021,1,30,Winter,13.63,13.88,24.89,5.21,-0.25,19.68,13.71,30.66,2.29
2021-01-31,2021,1,31,Winter,13.89,15.8,25.38,5.96,-1.9100000000000001,19.419999999999998,16.18,25.38,1.53
2021-02-01,2021,2,1,Winter,14.78,16.99,26.24,8.05,-2.209999999999999,18.189999999999998,16.05,20.59,1.64
2021-02-02,2021,2,2,Winter,16.48,18.23,28.3,8.29,-1.75,20.01,16.14,22.68,1.56
2021-02-03,2021,2,3,Winter,18.36,19.03,29.66,9.96,-0.6700000000000017,19.7,16.38,25.88,1.33
2021-02-04,2021,2,4,Winter,19.87,20.02,30.1,11.34,-0.14999999999999858,18.76,14.89,25.89,1.53
2021-02-05,2021,2,5,Winter,16.85,17.69,24.02,12.43,-0.8399999999999999,11.59,8.22,51.14,1.91
2021-02-06,2021,2,6,Winter,16.75,16.63,25.81,9.57,0.120000000000001,16.24,16.41,43.84,1.75
2021-02-07,2021,2,7,Winter,15.98,16.37,25.28,8.05,-0.39000000000000057,17.23,18.22,39.81,1.89
2021-02-08,2021,2,8,Winter,16.15,16.85,26.09,8.71,-0.7000000000000028,17.38,17.28,35.9,1.67
2021-02-09,2021,2,9,Winter,17.41,19.19,28.18,9.2,-1.7800000000000011,18.98,15.48,34.27,1.41
2021-02-10,2021,2,10,Winter,19.0,20.72,29.47,13.29,-1.7199999999999989,16.18,15.66,29.54,1.25
2021-02-11,2021,2,11,Winter,19.17,21.14,30.84,11.15,-1.9699999999999989,19.689999999999998,16.29,26.91,1.43
2021-02-12,2021,2,12,Winter,18.87,21.22,29.12,15.71,-2.349999999999998,13.41,13.33,23.48,0.96
2021-02-13,2021,2,13,Winter,19.01,20.43,29.35,13.63,-1.4199999999999982,15.72,15.32,26.35,1.33
2021-02-14,2021,2,14,Winter,19.64,20.91,29.8,14.35,-1.2699999999999996,15.450000000000001,15.96,25.18,1.42
2021-02-15,2021,2,15,Winter,20.09,21.65,30.44,14.38,-1.5599999999999987,16.060000000000002,16.98,24.53,1.23
2021-02-16,2021,2,16,Winter,21.02,21.32,31.2,16.41,-0.3000000000000007,14.79,9.23,37.51,1.57
2021-02-17,2021,2,17,Winter,20.52,21.37,29.24,13.52,-0.8500000000000014,15.719999999999999,16.73,42.67,0.64
2021-02-18,2021,2,18,Winter,20.57,22.03,29.64,15.49,-1.4600000000000009,14.15,16.99,26.1,0.89
2021-02-19,2021,2,19,Winter,20.53,21.92,30.06,16.46,-1.3900000000000006,13.599999999999998,16.5,24.33,1.04
2021-02-20,2021,2,20,Winter,20.29,20.62,30.48,13.3,-0.33000000000000185,17.18,17.4,24.89,1.41
2021-02-21,2021,2,21,Winter,20.16,20.97,30.48,11.88,-0.8099999999999987,18.6,18.25,25.51,1.86
2021-02-22,2021,2,22,Winter,21.1,21.92,31.73,12.18,-0.8200000000000003,19.55,18.43,22.76,1.93
2021-02-23,2021,2,23,Winter,22.71,24.15,33.65,14.02,-1.4399999999999977,19.63,18.98,21.17,1.55
2021-02-24,2021,2,24,Winter,23.66,24.57,34.86,14.9,-0.9100000000000001,19.96,19.64,20.1,2.04
2021-02-25,2021,2,25,Winter,24.76,25.18,36.01,15.36,-0.41999999999999815,20.65,20.16,20.35,2.22
2021-02-26,2021,2,26,Winter,25.13,25.57,35.62,16.44,-0.4400000000000013,19.179999999999996,20.69,21.67,2.23
2021-02-27,2021,2,27,Winter,26.1,26.32,35.9,17.44,-0.21999999999999886,18.459999999999997,20.22,24.21,2.52
2021-02-28,2021,2,28,Winter,27.09,26.98,35.91,19.32,0.10999999999999943,16.589999999999996,19.98,26.74,1.51
2021-03-01,2021,3,1,Summer,25.72,25.53,35.02,17.05,0.18999999999999773,17.970000000000002,20.6,21.72,2.02
2021-03-02,2021,3,2,Summer,23.09,22.69,32.61,14.0,0.3999999999999986,18.61,22.26,15.78,2.84
2021-03-03,2021,3,3,Summer,23.42,23.44,34.02,12.97,-0.019999999999999574,21.050000000000004,21.97,15.16,2.25
2021-03-04,2021,3,4,Summer,24.57,25.9,35.62,17.85,-1.3299999999999983,17.769999999999996,21.68,14.24,1.72
2021-03-05,2021,3,5,Summer,25.7,25.45,35.46,16.94,0.25,18.52,21.68,17.18,2.17
2021-03-06,2021,3,6,Summer,25.17,25.44,35.96,15.49,-0.2699999999999996,20.47,22.25,14.47,2.68
2021-03-07,2021,3,7,Summer,26.96,27.51,37.53,17.13,-0.5500000000000007,20.400000000000002,20.94,13.82,1.87
2021-03-08,2021,3,8,Summer,27.67,27.29,37.92,17.4,0.38000000000000256,20.520000000000003,20.23,16.97,2.06
2021-03-09,2021,3,9,Summer,27.9,28.71,37.34,19.19,-0.8100000000000023,18.150000000000002,19.53,18.03,1.34
2021-03-10,2021,3,10,Summer,28.21,29.36,37.29,20.44,-1.1499999999999986,16.849999999999998,20.41,18.53,1.28
2021-03-11,2021,3,11,Summer,28.31,28.52,37.31,20.4,-0.21000000000000085,16.910000000000004,20.45,19.42,1.13
2021-03-12,2021,3,12,Summer,27.77,27.0,36.94,20.36,0.7699999999999996,16.58,10.03,22.18,1.81
2021-03-13,2021,3,13,Summer,27.66,26.44,34.71,19.41,1.2199999999999989,15.3,19.91,39.71,1.55
2021-03-14,2021,3,14,Summer,27.5,26.63,35.54,18.88,0.870000000000001,16.66,21.65,30.98,1.88
2021-03-15,2021,3,15,Summer,27.27,27.41,35.81,19.51,-0.14000000000000057,16.3,21.45,22.79,2.14
2021-03-16,2021,3,16,Summer,27.73,27.55,36.64,19.78,0.17999999999999972,16.86,19.09,22.1,1.93
2021-03-17,2021,3,17,Summer,27.67,28.07,36.51,19.38,-0.3999999999999986,17.13,18.75,21.78,2.0
2021-03-18,2021,3,18,Summer,29.22,29.9,37.64,20.88,-0.6799999999999997,16.76,18.04,19.46,1.42
2021-03-19,2021,3,19,Summer,29.56,29.01,36.89,22.17,0.5499999999999972,14.719999999999999,13.09,26.05,1.92
2021-03-20,2021,3,20,Summer,29.63,28.61,37.04,21.71,1.0199999999999996,15.329999999999998,20.41,27.1,2.0
2021-03-21,2021,3,21,Summer,29.11,29.63,37.63,21.37,-0.5199999999999996,16.26,21.86,18.93,1.4
2021-03-22,2021,3,22,Summer,30.74,31.27,39.1,23.38,-0.5300000000000011,15.720000000000002,21.6,17.83,1.04
2021-03-23,2021,3,23,Summer,32.0,30.73,39.28,22.52,1.2699999999999996,16.76,20.41,21.06,1.37
2021-03-24,2021,3,24,Summer,30.31,28.81,37.19,20.81,1.5,16.38,22.03,27.31,2.04
2021-03-25,2021,3,25,Summer,28.35,27.45,35.95,20.44,0.9000000000000021,15.510000000000002,22.99,18.95,2.95
2021-03-26,2021,3,26,Summer,27.07,26.33,35.53,17.39,0.740000000000002,18.14,24.34,20.51,2.62
2021-03-27,2021,3,27,Summer,28.83,28.66,37.35,19.33,0.16999999999999815,18.020000000000003,24.16,20.23,1.51
2021-03-28,2021,3,28,Summer,30.33,29.85,38.88,20.8,0.4799999999999969,18.080000000000002,22.83,19.36,1.46
2021-03-29,2021,3,29,Summer,31.85,32.06,41.36,22.08,-0.21000000000000085,19.28,22.79,17.14,1.71
2021-03-30,2021,3,30,Summer,32.31,32.46,42.2,22.49,-0.14999999999999858,19.710000000000004,23.05,12.5,3.24
2021-03-31,2021,3,31,Summer,31.04,30.36,40.36,22.23,0.6799999999999997,18.13,25.49,8.94,3.96
2021-04-01,2021,4,1,Summer,28.44,27.88,38.58,17.47,0.5600000000000023,21.11,25.44,6.45,3.41
2021-04-02,2021,4,2,Summer,28.52,27.67,38.38,17.45,0.8499999999999979,20.930000000000003,27.07,7.35,2.22
2021-04-03,2021,4,3,Summer,29.2,28.12,38.52,18.33,1.0799999999999983,20.190000000000005,26.26,7.0,1.66
2021-04-04,2021,4,4,Summer,29.13,29.19,39.04,18.7,-0.060000000000002274,20.34,26.39,7.17,1.99
2021-04-05,2021,4,5,Summer,30.87,31.43,41.15,22.53,-0.5599999999999987,18.619999999999997,23.92,7.72,1.82
2021-04-06,2021,4,6,Summer,32.26,31.58,41.93,21.24,0.6799999999999997,20.69,22.89,10.04,1.89
2021-04-07,2021,4,7,Summer,33.81,32.69,42.45,24.22,1.1200000000000045,18.230000000000004,21.69,13.45,2.02
2021-04-08,2021,4,8,Summer,33.85,32.03,40.8,23.74,1.8200000000000003,17.06,22.12,15.68,1.53
2021-04-09,2021,4,9,Summer,32.6,31.01,40.25,22.47,1.5899999999999999,17.78,20.94,10.53,1.87
2021-04-10,2021,4,10,Summer,32.16,30.99,40.16,23.71,1.1699999999999982,16.449999999999996,24.82,9.05,1.63
2021-04-11,2021,4,11,Summer,31.63,31.15,40.7,22.36,0.4800000000000004,18.340000000000003,25.17,10.19,2.24
2021-04-12,2021,4,12,Summer,32.24,31.68,40.93,22.32,0.5600000000000023,18.61,25.52,12.05,2.32
2021-04-13,2021,4,13,Summer,33.23,32.89,41.97,24.49,0.3399999999999963,17.48,25.31,12.87,2.39
2021-04-14,2021,4,14,Summer,34.01,33.62,42.83,24.99,0.39000000000000057,17.84,25.09,13.43,2.22
2021-04-15,2021,4,15,Summer,34.06,33.4,41.93,25.41,0.6600000000000037,16.52,20.81,14.48,2.56
2021-04-16,2021,4,16,Summer,35.09,33.66,42.25,24.35,1.4300000000000068,17.9,23.71,16.83,1.49
2021-04-17,2021,4,17,Summer,34.99,33.0,40.8,26.32,1.990000000000002,14.479999999999997,21.36,18.83,1.92
2021-04-18,2021,4,18,Summer,33.31,31.89,39.95,24.69,1.4200000000000017,15.260000000000002,26.5,21.6,2.66
2021-04-19,2021,4,19,Summer,33.32,32.24,40.75,23.78,1.0799999999999983,16.97,25.76,16.67,2.86
2021-04-20,2021,4,20,Summer,33.86,33.59,41.96,25.88,0.269999999999996,16.080000000000002,22.68,15.34,1.89
2021-04-21,2021,4,21,Summer,29.59,28.57,35.79,23.11,1.0199999999999996,12.68,17.85,41.66,2.93
2021-04-22,2021,4,22,Summer,29.55,28.02,35.78,20.31,1.5300000000000011,15.470000000000002,26.67,40.82,1.33
2021-04-23,2021,4,23,Summer,31.32,30.14,39.1,20.79,1.1799999999999997,18.310000000000002,26.51,28.09,1.76
2021-04-24,2021,4,24,Summer,31.12,30.2,40.17,22.89,0.9200000000000017,17.28,26.38,22.49,2.3
2021-04-25,2021,4,25,Summer,30.29,29.33,38.1,20.29,0.9600000000000009,17.810000000000002,28.11,22.95,2.27
2021-04-26,2021,4,26,Summer,31.2,31.17,40.63,22.05,0.029999999999997584,18.580000000000002,27.76,17.55,1.99
2021-04-27,2021,4,27,Summer,32.88,32.88,42.34,22.21,0.0,20.130000000000003,27.12,15.25,1.89
2021-04-28,2021,4,28,Summer,34.72,35.04,43.98,24.86,-0.3200000000000003,19.119999999999997,25.37,14.16,1.62
2021-04-29,2021,4,29,Summer,35.9,35.62,43.56,27.58,0.28000000000000114,15.980000000000004,18.6,13.58,0.85
2021-04-30,2021,4,30,Summer,34.85,34.51,41.95,25.38,0.3400000000000034,16.570000000000004,21.47,16.09,1.25
2021-05-01,2021,5,1,Summer,35.6,34.52,41.7,26.14,1.0799999999999983,15.560000000000002,21.94,17.49,1.52
2021-05-02,2021,5,2,Summer,34.36,32.91,41.22,27.64,1.4500000000000028,13.579999999999998,10.34,24.72,3.72
2021-05-03,2021,5,3,Summer,34.53,32.38,39.73,25.51,2.1499999999999986,14.219999999999995,13.94,28.52,1.59
2021-05-04,2021,5,4,Summer,36.61,34.16,41.37,26.19,2.450000000000003,15.179999999999996,23.34,24.35,1.51
2021-05-05,2021,5,5,Summer,37.15,34.0,40.86,27.41,3.1499999999999986,13.45,23.69,23.52,2.31
2021-05-06,2021,5,6,Summer,36.08,33.64,40.74,26.78,2.4399999999999977,13.96,20.7,28.59,2.84
2021-05-07,2021,5,7,Summer,36.07,33.77,40.92,26.69,2.299999999999997,14.23,17.4,25.41,2.72
2021-05-08,2021,5,8,Summer,35.9,33.0,39.73,26.83,2.8999999999999986,12.899999999999999,22.27,26.64,1.72
2021-05-09,2021,5,9,Summer,34.86,32.89,38.81,26.17,1.9699999999999989,12.64,22.6,27.32,1.64
2021-05-10,2021,5,10,Summer,36.16,33.43,40.68,25.67,2.729999999999997,15.009999999999998,21.49,26.34,1.71
2021-05-11,2021,5,11,Summer,36.11,33.61,40.38,26.85,2.5,13.530000000000001,24.55,24.5,1.94
2021-05-12,2021,5,12,Summer,36.21,33.57,40.75,26.94,2.6400000000000006,13.809999999999999,24.74,27.62,1.95
2021-05-13,2021,5,13,Summer,32.31,29.9,34.69,24.89,2.4100000000000037,9.799999999999997,15.47,41.02,1.13
2021-05-14,2021,5,14,Summer,35.1,32.37,39.34,24.24,2.730000000000004,15.100000000000005,25.12,36.48,1.42
2021-05-15,2021,5,15,Summer,37.84,35.02,41.29,29.39,2.8200000000000003,11.899999999999999,20.65,29.9,1.2
2021-05-16,2021,5,16,Summer,39.44,35.68,42.37,28.63,3.759999999999998,13.739999999999998,23.29,26.91,1.44
2021-05-17,2021,5,17,Summer,39.23,36.35,42.46,30.27,2.8799999999999955,12.190000000000001,6.61,24.5,1.66
2021-05-18,2021,5,18,Summer,34.25,31.63,37.17,24.9,2.620000000000001,12.270000000000003,9.14,37.18,2.51
2021-05-19,2021,5,19,Summer,26.89,25.66,29.35,22.84,1.2300000000000004,6.510000000000002,10.79,77.09,4.08
